,一、营业总收入_利润,营业收入_利润,税金及附加_利润,销售费用_利润,管理费用_利润,研发费用_利润,财务费用_利润,其中：利息费用_利润,其中：利息收入_利润,投资收益_利润,其中：对联营企业和合营企业的投资收益_利润,公允价值变动收益_利润,资产处置收益_利润,资产减值损失_利润,信用减值损失_利润,营业利润_利润,利润总额_利润,净利润_利润,持续经营净利润_利润,归属于母公司所有者的净利润_利润,少数股东损益_利润,基本每股收益_利润,稀释每股收益_利润,所得税费用_利润,index_deduct_holder_net_profit_利润,minority_common_profit_total_利润,minority_comprehensive_income_利润,营业外支出_利润,营业外收入_利润,营业成本_利润,其他综合收益_利润,其他收益_利润,parent_other_comprehensive_income_利润,货币资金_资产,交易性金融资产_资产,应收账款_资产,应收票据及应收账款_资产,预付款项_资产,其他应收款_资产,存货_资产,其他流动资产_资产,流动资产合计_资产,无形资产_资产,长期股权投资_资产,商誉_资产,递延所得税资产_资产,其他非流动资产_资产,非流动资产合计_资产,短期借款_资产,应付账款_资产,预收款项_资产,合同负债_资产,应付职工薪酬_资产,应交税费_资产,其他应付款_资产,一年内到期的非流动负债_资产,其他流动负债_资产,流动负债合计_资产,长期借款_资产,应付债券_资产,递延所得税负债_资产,其他非流动负债_资产,非流动负债合计_资产,资本公积_资产,盈余公积_资产,未分配利润_资产,归属于母公司所有者权益合计_资产,少数股东权益_资产,所有者权益（或股东权益）合计_资产,资产合计_资产,负债合计_资产,其中：应收票据_资产,其他应收款合计_资产,其中：应收利息_资产,划分为持有待售的资产_资产,一年内到期的非流动资产_资产,总现金_资产,可供出售金融资产_资产,其他权益工具投资_资产,投资性房地产_资产,固定资产合计_资产,其中：固定资产_资产,固定资产清理_资产,在建工程合计_资产,其中：在建工程_资产,工程物资_资产,长期待摊费用_资产,以公允价值计量且其变动计入当期损益的金融负债_资产,应付票据及应付账款_资产,其中：应付票据_资产,其他应付款合计_资产,其中：应付利息_资产,应付股利_资产,长期应付款合计_资产,其中：长期应付款_资产,专项应付款_资产,预计负债_资产,递延收益-非流动负债_资产,实收资本（或股本）_资产,减：库存股_资产,其他综合收益_资产,负债和所有者权益（或股东权益）合计_资产,销售商品、提供劳务收到的现金_现金流,收到的税费与返还_现金流,收到其他与经营活动有关的现金_现金流,经营活动现金流入小计_现金流,购买商品、接受劳务支付的现金_现金流,支付给职工以及为职工支付的现金_现金流,支付的各项税费_现金流,支付其他与经营活动有关的现金_现金流,经营活动现金流出小计_现金流,经营活动产生的现金流量净额_现金流,收回投资收到的现金_现金流,取得投资收益收到的现金_现金流,处置固定资产、无形资产和其他长期资产收回的现金净额_现金流,收到其他与投资活动有关的现金_现金流,投资活动现金流入小计_现金流,购建固定资产、无形资产和其他长期资产支付的现金_现金流,投资支付的现金_现金流,投资活动现金流出小计_现金流,投资活动产生的现金流量净额_现金流,吸收投资收到的现金_现金流,取得借款收到的现金_现金流,筹资活动现金流入小计_现金流,偿还债务支付的现金_现金流,分配股利、利润或偿付利息支付的现金_现金流,筹资活动现金流出小计_现金流,筹资活动产生的现金流量净额_现金流,现金及现金等价物净增加额_现金流,加：期初现金及现金等价物余额_现金流,期末现金及现金等价物余额_现金流,取得子公司及其他营业单位支付的现金净额_现金流,支付其他与投资活动有关的现金_现金流,其中：子公司吸收少数股东投资收到的现金_现金流,收到其他与筹资活动有关的现金_现金流,其中：子公司支付给少数股东的股利、利润_现金流,支付其他与筹资活动有关的现金_现金流,四、汇率变动对现金及现金等价物的影响_现金流,五、现金及现金等价物净增加额_现金流,六、期末现金及现金等价物余额_现金流,净利润_现金流,加：资产减值准备_现金流,固定资产折旧、油气资产折耗、生产性生物资产折旧_现金流,无形资产摊销_现金流,长期待摊费用摊销_现金流,处置固定资产、无形资产和其他长期资产的损失_现金流,固定资产报废损失_现金流,公允价值变动损失_现金流,财务费用_现金流,投资损失_现金流,递延所得税资产减少_现金流,递延所得税负债增加_现金流,存货的减少_现金流,经营性应收项目的减少_现金流,经营性应付项目的增加_现金流,其他_现金流,间接法-经营活动产生的现金流量净额_现金流,现金的期末余额_现金流,减：现金的期初余额_现金流,间接法-现金及现金等价物净增加额_现金流
2022Q2,56573568393.71,56573568393.71,1946300231.77,2285329821.77,2184034305.1,1932294144.67,-437998348.99,17892411.14,438428075.9,2354040073.27,78821605.75,26136888.77,68244082.28,-241827585.46,-10774686.62,5686246819.08,5735743241.36,5839023367.1,5839023367.1,5857626135.78,-18602768.68,0.6,0.59,-103280125.74,3100113819.34,-18602768.68,0.0,4870215.23,54366637.51,53270050636.52,121654.81,186910289.65,121654.81,53422000000.0,306000000.0,3597000000.0,24776000000.0,3864000000.0,254000000.0,7025000000.0,783000000.0,91722000000.0,4366000000.0,17305000000.0,9804400.0,2435000000.0,0.0,47091000000.0,46166500.0,23995000000.0,0.0,4956000000.0,3327000000.0,707000000.0,5116000000.0,888000000.0000001,5462000000.0,71419000000.0,40000000.0,0.0,220000000.0,844000000.0,6579000000.000001,8342000000.0,2982000000.0,39979000000.0,60689000000.0,126000000.0,60814000000.0,138812000000.0,77998000000.0,21179000000.0,509999999.9999999,0.0,0.0,0.0,53728000000.0,0.0,701000000.0,6536100.0,20514000000.0,20514000000.0,0.0,1130000000.0,1130000000.0,0.0,21707100.0,0.0,50916000000.0,26921000000.0,5116000000.0,0.0,0.0,631000000.0,468000000.0,163000000.0,4280000000.0,499000000.0,9922000000.0,656000000.0,69564100.0,138812000000.0,61814000000.0,896000000.0000001,1401000000.0,64112000000.0,46918000000.0,3774000000.0,4029000000.0,3539000000.0,58259000000.0,5852000000.0,14839200.0,382000000.0,281000000.0,0.0,677000000.0,784000000.0,1462000000.0,3060000000.0,-2383000000.0,0.0,68070000.0,783000000.0,301000000.0,1797000000.0,2797000000.0,-2014000000.0,1514000000.0,49518000000.0,51032000000.0,0.0,815000000.0,0.0,715000000.0,0.0,699000000.0,59278500.0,1514000000.0,51032000000.0,5839000000.0,253000000.0,1452000000.0,528000000.0,1826800.0,-68244100.0,0.0,-26136900.0,17892400.0,-2354000000.0,-154000000.0,2262500.0,-244000000.0,1274000000.0,-722000000.0,715400.0000000001,5852000000.0,51032000000.0,49518000000.0,1514000000.0
2022Q3,85351624483.14,85351624483.14,2921835999.3,3986179395.59,3126618384.08,3442059899.85,-666036064.01,0.0,0.0,2023778982.01,-251439485.52,-28873703.25,76479502.16,-394597955.28,-17201979.14,6619185491.54,6670689457.86,6865085940.99,6865085940.99,6899918252.01,-34832311.02,0.7,0.69,-194396483.13,3839478632.03,-34832311.02,0.0,22821186.7,74325153.02,80818867078.18,-2238376.71,426843240.08,-2238376.71,51579999999.99999,251000000.0,3767000000.0,32894000000.0,2822000000.0,0.0,7214000000.0,856000000.0,97195000000.0,4221000000.0,17049000000.0,9804400.0,2575000000.0,0.0,46500000000.0,44449900.0,25429000000.0,0.0,7693000000.000001,4187000000.0,1205000000.0,0.0,890000000.0,5876000000.0,75100000000.0,40000000.0,0.0,211000000.0,852999999.9999999,6663000000.0,8436000000.0,2982000000.0,41022000000.0,61822000000.0,109000000.0,61930999999.99999,143695000000.0,81763000000.0,29127000000.0,503000000.0,0.0,0.0,0.0,51830999999.99999,0.0,701000000.0,6479400.000000001,19991000000.0,0.0,0.0,1118000000.0,0.0,0.0,23922000.0,0.0,49274000000.0,23844000000.0,5932000000.0,0.0,0.0,571000000.0,0.0,0.0,4465000000.0,468000000.0,9922000000.0,656000000.0,67204100.0,143695000000.0,89163000000.0,1606000000.0,2839000000.0,93609000000.0,71447000000.0,5535000000.0,5785000000.0,7058000000.0,89826000000.0,3783000000.0,121000000.0,1591000000.0,757000000.0,0.0,2468000000.0,1108000000.0,2695000000.0,4618000000.0,-2150000000.0,0.0,77070000.0,1565000000.0,312000000.0,1803000000.0,2421000000.0,-856000000.0,852999999.9999999,49518000000.0,50370000000.0,0.0,815000000.0,0.0,1488000000.0,0.0,306000000.0,75127300.0,852999999.9999999,50370000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023年报,151297706646.97,151297706646.97,4758426281.7,5977551549.91,4097537529.67,5979844653.23,-897343739.8,65658308.92,1172272116.2,3050413045.1,-2201515632.81,-19061189.53,440995737.23,-813828346.53,-46742115.91,10447476610.97,10589196757.49,9501899040.97,9501899040.97,11327463013.15,-1825563972.18,1.15,1.13,1087297716.52,3781846729.11,-1825563972.18,0.0,28073391.83,169793538.35,145106326671.4,19477168.62,1644319505.04,19477168.62,64871000000.0,168000000.0,2412000000.0,40070000000.0,288000000.0,894000000.0,13466000000.0,9735000000.0,130935000000.0,15046000000.0,13787000000.0,1811000000.0,3248000000.0,450000000.0,59236000000.0,30039400.0,38290000000.0,686800.0000000001,7923999999.999999,2751000000.0,1929000000.0,5881000000.0,80077000.0,8898000000.0,103239000000.0,72000000.0,1000000000.0,1566000000.0,1498000000.0,12248000000.0,8251000000.000001,4276000000.0,49618000000.0,71853000000.0,2830000000.0,74683000000.0,190171000000.0,115488000000.0,37658000000.0,894000000.0,0.0,0.0,0.0,65039000000.0,0.0,504000000.0,6196000.0,19994000000.0,19994000000.0,0.0,1914000000.0,1914000000.0,0.0,24162200.0,0.0,75747000000.0,37457000000.0,5881000000.0,0.0,0.0,952000000.0,803999999.9999999,148000000.0,6277000000.0,719000000.0,9917000000.0,382000000.0,118000000.0,190171000000.0,168499000000.0,2226000000.0,3358000000.0,174083000000.0,122454000000.0,11126000000.0,11571000000.0,9071000000.0,154222000000.0,19861000000.0,131000000.0,345000000.0,296000000.0,6217000000.0,6989000000.0,2824000000.0,2373000000.0,13197000000.0,-6208000000.0,35190000.0,120000000.0,1019000000.0,683000000.0,2381000000.0,3147000000.0,-2128000000.0,11435000000.0,52491000000.0,63926000000.0,0.0,8000000000.0,35190000.0,863000000.0000001,150000.0,83072600.0,-90488900.0,11435000000.0,63926000000.0,9502000000.0,814000000.0,3063000000.0,2232000000.0,3570700.0,-441000000.0,4900.0,19061200.0,156000000.0,-3050000000.0,-219000000.0,-144000000.0,-7706000000.0,-1687000000.0,17273000000.0,0.0,19861000000.0,63926000000.0,52491000000.0,11435000000.0
2023Q1,34556094707.75,34556094707.75,1110860986.2,1606086127.47,1037327002.89,1362199044.65,-212206458.34,0.0,0.0,4958506022.69,-62976110.84,26358643.14,5527401.22,3696825.92,2092200.76,6848919268.49,6907397360.42,6691788088.52,6691788088.52,6970203078.41,-278414989.89,0.71,0.7,215609271.9,1481090757.2,-278414989.89,0.0,304077.72,58782169.65,33047406877.77,-10744000.88,344050344.78,-10744000.88,62951000000.0,297000000.0,1842000000.0,38012000000.0,780000000.0,0.0,9426000000.0,982000000.0,116603000000.0,14927000000.0,13902000000.0,1813000000.0,3241000000.0,0.0,57505999999.99999,50000000.0,33491000000.0,0.0,5371000000.0,3334000000.0,1981000000.0,0.0,34754300.0,8326000000.000001,90307000000.0,76000000.0,1000000000.0,1677000000.0,927000000.0,9984000000.0,7963000000.0,3528000000.0,48350000000.0,69414000000.0,4403000000.0,73817000000.0,174109000000.0,100291000000.0,36171000000.0,1357000000.0,0.0,313300.0,0.0,63248000000.0,0.0,490000000.0000001,6366000.0,19267000000.0,0.0,0.0,1866000000.0,0.0,0.0,25716500.0,0.0,64391999999.99999,30901000000.0,6820000000.0,0.0,0.0,103000000.0,0.0,0.0,5693000000.0,340000000.0,9922000000.0,479000000.0,88097600.0,174109000000.0,34250000000.0,685000000.0,2344000000.0,37279000000.0,25585000000.0,2301000000.0,2657000000.0,3353000000.0,33896000000.0,3383000000.0,0.0,0.0,9980300.0,6276000000.0,6286000000.0,333000000.0,102000000.0,434999999.9999999,5851000000.0,35190000.0,71000000.0,148000000.0,610000000.0,4842300.0,1284000000.0,-1137000000.0,8080000000.0,52491000000.0,60571000000.0,0.0,0.0,0.0,41343000.0,0.0,670000000.0,-17450700.0,8080000000.0,60571000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q2,65492098869.01,65492098869.01,2186174248.99,2280397591.19,2271960408.55,2964604104.48,-453268104.89,36814471.44,532594819.89,5023108819.32,-180436966.53,-23334661.15,366667730.28,-397274160.99,-15513488.1,7063837210.47,7143633825.26,6967013000.07,6967013000.07,7652979346.8,-685966346.73,0.78,0.76,176620825.19,1509058024.0,-685966346.73,0.0,13498961.02,93295575.81,64039904547.08,47734187.34,657988649.18,47734187.34,65986000000.0,262000000.0,2477000000.0,36441000000.0,662000000.0,779000000.0,10253000000.0,1126000000.0,117918000000.0,15068000000.0,13789000000.0,1809000000.0,3211000000.0,0.0,57075000000.0,50000000.0,30466000000.0,0.0,7116000000.0,4003000000.0,1547000000.0,6105000000.0,69596900.0,7391000000.0,92855000000.0,76000000.0,1000000000.0,1642000000.0,1187000000.0,10208000000.0,8055000000.0,3528000000.0,46691000000.0,67951000000.0,3979000000.0,71930000000.0,174993000000.0,103062000000.0,33964000000.0,960000000.0,0.0,327100.0,0.0,66248000000.0,0.0,490000000.0000001,6309400.000000001,18869000000.0,18869000000.0,0.0,2226000000.0,2226000000.0,0.0,25237500.0,37813500.0,64178000000.0,33712000000.0,8463000000.0,16112100.0,2342000000.0,136000000.0,0.0,136000000.0,5664000000.0,351000000.0,9919000000.0,443000000.0,147000000.0,174993000000.0,73932000000.0,1199000000.0,1753000000.0,76884000000.0,55651000000.0,4415000000.0,5443000000.0,4420000000.0,69929000000.0,6955000000.0,0.0,1406800.0,35915300.0,6217000000.0,6254000000.0,858000000.0,137000000.0,994999999.9999999,5260000000.0,35190000.0,90000000.0,488000000.0,629000000.0,6163500.0,1054000000.0,-566000000.0,11662000000.0,52491000000.0,64154000000.0,0.0,0.0,0.0,362000000.0,0.0,419000000.0000001,13258600.0,11662000000.0,64154000000.0,6967000000.0,397000000.0,1525000000.0,639000000.0,1468500.0,-367000000.0,0.0,23334700.0,36814500.0,-5023000000.0,-183000000.0,1405000000.0,-4430000000.0,1025000000.0,4919000000.0,3787200.0,6955000000.0,64154000000.0,52491000000.0,11662000000.0
2023Q3,108206319432.68,108206319432.68,3401942136.26,3977630992.36,3652204219.18,4543103796.92,-556371676.06,0.0,0.0,5427000006.24,198068460.39,-34094727.59,383382781.93,-394731309.32,-28789401.36,8984926880.51,9067641035.14,8742406543.8,8742406543.8,9882404579.77,-1139998035.97,1.01,0.99,325234491.34,3612466941.03,-1139998035.97,0.0,26494769.62,109208924.25,105278024511.97,32997445.58,703864609.9,32997445.58,72192000000.0,157000000.0,2669000000.0,38047000000.0,988000000.0000001,0.0,9694000000.0,1458000000.0,127444000000.0,14838000000.0,14197000000.0,1809000000.0,3350000000.0,0.0,58934000000.0,35000000.0,36505000000.0,0.0,8302000000.0,4689000000.0,1883000000.0,0.0,64688100.00000001,7584999999.999999,100936000000.0,76000000.0,1000000000.0,1588000000.0,1234000000.0,11643000000.0,8168000000.000001,3528000000.0,48920000000.0,70289000000.0,3510000000.0,73799000000.0,186378000000.0,112579000000.0,35378000000.0,2759000000.0,0.0,326800.0,0.0,72349000000.0,0.0,490000000.0000001,6252700.0,19992000000.0,0.0,0.0,2029000000.0,0.0,0.0,24841700.0,36705600.0,72230000000.0,35725000000.0,6111000000.0,0.0,0.0,926000000.0,0.0,0.0,6272000000.0,350000000.0,9919000000.0,443000000.0,132000000.0,186378000000.0,119263000000.0,1759000000.0,2254000000.0,123276000000.0,84391000000.0,6839000000.0,8329000000.000001,6239000000.0,105798000000.0,17479000000.0,112000000.0,76292600.0,92233200.0,6217000000.0,6498000000.0,1679000000.0,1484000000.0,3163000000.0,3334000000.0,35190000.0,90000000.0,667000000.0,644000000.0,2351000000.0,3341000000.0,-2674000000.0,18141000000.0,52491000000.0,70633000000.0,0.0,0.0,0.0,542000000.0,0.0,346000000.0,1653200.0,18141000000.0,70633000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024年报,159733034213.25,159733034213.25,4350471426.4,7538352413.16,4401226018.26,6505446679.24,-934377313.05,118238961.52,1160421476.17,187658837.46,36975796.3,-27460945.49,2550458320.83,-214488935.2,-613004.02,6624149896.59,6757527907.25,6104174527.85,6104174527.85,7321363897.24,-1217189369.39,0.74,0.74,653353379.4,2587271652.9,-1216052535.29,1136834.1,21912265.18,155290275.84,157730142295.46,-109658591.17,2125703705.22,-110795425.27,64182000000.00001,155000000.0,3398000000.0,48979000000.0,507000000.0,2387000000.0,17081000000.0,2175000000.0,136369000000.0,16772000000.0,18526000000.0,1811000000.0,3564000000.0,3706000000.0,71800000000.0,40036100.0,43836000000.0,477400.0,10888000000.0,3210000000.0,1529000000.0,6408000000.0,129000000.0,12508000000.0,113357000000.0,36000000.0,1000000000.0,1835000000.0,2218000000.0,15730000000.0,8926000000.0,4957000000.0,52846000000.0,76576000000.0,2504000000.0,79081000000.0,208168000000.0,129088000000.0,45581000000.0,2387000000.0,0.0,0.0,309000000.0,64337000000.0,0.0,497000000.0,5969299.999999999,21774000000.0,21774000000.0,0.0,1596000000.0,1596000000.0,0.0,16732400.0,0.0,78646000000.0,34811000000.0,6408000000.0,0.0,0.0,2457000000.0,2028000000.0,428000000.0,7705000000.0,184000000.0,9914000000.0,169000000.0,7523400.0,208168000000.0,175824000000.0,4676000000.0,3543000000.0,184043000000.0,144123000000.0,12158000000.0,12538000000.0,10375000000.0,179194000000.0,4849000000.0,10810300.0,134000000.0,1575000000.0,8070000000.0,9790000000.0,4868000000.0,5931000000.0,14103000000.0,-4313000000.0,1611000000.0,1060000000.0,3141000000.0,554000000.0,3450000000.0,4533000000.0,-1391000000.0,-652000000.0,63926000000.0,63274000000.0,0.0,3304000000.0,1611000000.0,470000000.0,0.0,528000000.0,204000000.0,-652000000.0,63274000000.0,6104000000.0,214000000.0,3124000000.0,2683000000.0,7810100.0,-2550000000.0,217100.0,27460900.0,-85476400.0,-188000000.0,-316000000.0,270000000.0,-3218000000.0,-9086000000.0,7863000000.0,0.0,4849000000.0,63274000000.0,63926000000.0,-652000000.0
2024Q1,37023223131.54,37023223131.54,1044973139.85,1448904759.69,1285851159.03,1543611744.71,-243309946.37,0.0,0.0,177172521.23,148686736.38,-33213547.69,9347.42,944357.0,2295273.6,798163456.47,812977749.25,855480142.31,855480142.31,1158060683.94,-302580541.63,0.12,0.12,-42502393.06,111699858.33,-302580541.63,0.0,1602405.44,16416698.22,37369149059.07,-48311642.01,996881432.44,-48311642.01,70068000000.0,144000000.0,3277000000.0,36982000000.0,482000000.0,0.0,12612000000.0,9219000000.0,131005000000.0,14805000000.0,14007000000.0,1811000000.0,3457000000.0,450000000.0,59544000000.00001,44053700.0,33587000000.0,75600.0,5826000000.0,2824000000.0,1616000000.0,0.0,125000000.0,10565000000.0,101907000000.0,36000000.0,1000000000.0,1528000000.0,1693000000.0,12880000000.0,8353000000.0,4276000000.0,50776000000.0,73222000000.0,2541000000.0,75762000000.0,190549000000.0,114787000000.0,33705000000.0,352000000.0,0.0,0.0,0.0,70212000000.0,0.0,504000000.0,6139299.999999999,19558000000.0,0.0,0.0,2321000000.0,0.0,0.0,22927000.0,9917700.0,75978000000.0,42391000000.0,4919000000.0,0.0,0.0,949000000.0,0.0,0.0,6826000000.000001,709000000.0,9917000000.0,250000000.0,70007100.0,190549000000.0,44755000000.0,1167000000.0,1301000000.0,47223000000.0,33831000000.0,3131000000.0,2894000000.0,2119000000.0,41976000000.0,5247000000.0,0.0,0.0,84796200.00000001,500000000.0,585000000.0,588000000.0,0.0,588000000.0,-3136600.0,22460000.0,14000000.0,267000000.0,0.0,2484600.0,229000000.0,38748600.0,5308000000.0,63926000000.0,69234000000.0,0.0,0.0,0.0,231000000.0,0.0,226000000.0,24603600.0,5308000000.0,69234000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024Q2,76722649723.79,76722649723.79,2053229071.41,3077988414.27,2426863860.79,2912092313.4,-549385364.01,39521477.44,520495393.22,350711425.33,252582688.73,-35024179.42,4959452.69,-146269535.6,759129.4,2285201216.53,2312391168.47,2246762267.69,2246762267.69,2831743111.82,-584980844.13,0.29,0.28,65628900.78,1168680056.87,-584980844.13,0.0,19101827.75,46291779.69,76055095450.98,82398384.33,1442510651.32,82398384.33,70939000000.0,153000000.0,2989000000.0,36985000000.0,583000000.0,433000000.0,13793000000.0,2235000000.0,125964000000.0,14317000000.0,14109000000.0,1811000000.0,3410000000.0,1855000000.0,61357000000.00001,54056300.0,34275000000.0,0.0,5997000000.0,3571000000.0,866000000.0,5308000000.0,124000000.0,9159000000.0,100176000000.0,36000000.0,1000000000.0,1586000000.0,1720000000.0,13132000000.0,8443000000.000001,4276000000.0,49037000000.0,71740000000.0,2273000000.0,74014000000.0,187322000000.0,113308000000.0,33996000000.0,455000000.0,0.0,0.0,0.0,71092000000.0,0.0,504000000.0,6082600.0,19515000000.0,19515000000.0,0.0,2295000000.0,2295000000.0,0.0,21185900.0,12941500.0,75086000000.0,40812000000.0,5308000000.0,0.0,0.0,958000000.0,816000000.0,142000000.0,7004000000.000001,677000000.0,9917000000.0,229000000.0,201000000.0,187322000000.0,87402000000.0,2283000000.0,2198000000.0,91883000000.0,72076000000.0,5228000000.0,6484000000.0,4660000000.0,88448000000.0,3435000000.0,0.0,1431900.0,270000000.0,8070000000.0,8342000000.0,1199000000.0,68253800.0,2667000000.0,5675000000.0,30957200.0,34000000.0,299000000.0,10000000.0,3416000000.0,3607000000.0,-3308000000.0,5624000000.0,63926000000.0,69550000000.0,0.0,1400000000.0,0.0,234000000.0,0.0,181000000.0,-179000000.0,5624000000.0,69550000000.0,2247000000.0,146000000.0,1513000000.0,1229000000.0,2976300.0,-4959500.0,0.0,35024200.0,39521500.0,-351000000.0,-162000000.0,19483600.0,-238000000.0,3850000000.0,-4890000000.0,276600.0,3435000000.0,69550000000.0,63926000000.0,5624000000.0
2024Q3,110959596291.71,110959596291.71,2925297257.0,4707208168.75,3529356603.75,4456346426.0,-741376824.3,0.0,0.0,82760868.79,-53161853.86,-12811498.61,19467296.4,-144986561.6,995146.78,2809791983.9,2888533476.53,2710878531.43,2710878531.43,3579846932.75,-868968401.32,0.36,0.36,177654945.1,1680731655.93,-868968401.32,0.0,21154591.12,99896083.75,109876124615.37,131072974.14,1780895055.8,131072974.14,70005000000.0,167000000.0,4226000000.0,33443000000.0,455999999.9999999,0.0,12474000000.0,1837000000.0,119530000000.0,14648000000.0,13876000000.0,1811000000.0,3473000000.0,3456000000.0,64105999999.99999,40028000.0,30441000000.0,0.0,7372000000.0,3821000000.0,902000000.0,0.0,204000000.0,9543000000.0,94654000000.0,36000000.0,1000000000.0,1477000000.0,1703000000.0,14348000000.0,8534000000.0,4276000000.0,49785000000.0,72643000000.0,1992000000.0,74634000000.0,183636000000.0,109002000000.0,29217000000.0,365000000.0,0.0,0.0,0.0,70172000000.0,0.0,504000000.0,6026000.0,19052000000.0,0.0,0.0,2751000000.0,0.0,0.0,19305000.0,584300.0,67585000000.0,37144000000.0,5187000000.0,0.0,0.0,974000000.0,0.0,0.0,7392000000.0,659000000.0,9917000000.0,229000000.0,249000000.0,183636000000.0,131629000000.0,3798000000.0,2505000000.0,137932000000.0,109780000000.0,7648000000.0,8823000000.0,7287000000.0,133538000000.0,4393000000.0,0.0,37326300.0,532000000.0,8070000000.0,8639000000.0,2018000000.0,71530800.0,5089000000.0,3550000000.0,30957200.0,44000000.0,310000000.0,34000000.0,3418000000.0,3715000000.0,-3405000000.0,5122000000.0,63926000000.0,69048000000.0,0.0,3000000000.0,0.0,235000000.0,0.0,264000000.0,583000000.0,5122000000.0,69048000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025年报,163999803875.87,163999803875.87,3571333274.23,9992992499.04,4523042375.67,7157598927.24,-2402254178.2,106577955.08,1100271951.6,-296603500.26,-429539756.41,36797595.56,173691537.39,-200857705.57,-5170252.16,3708770816.14,3857438001.41,3167491835.15,3167491835.15,4075223181.54,-907731346.39,0.41,0.41,689946166.26,2795025255.28,-925478396.69,-17747050.3,59837696.73,208504882.0,161356805540.09,-160066892.29,1357914805.4,-142319841.99,54022000000.0,0.0,4197000000.0,37195000000.0,492000000.0,0.0,22518000000.0,11798000000.0,128553000000.0,17225000000.0,20427000000.0,1811000000.0,3495000000.0,2591000000.0,74408000000.0,512000000.0,29841000000.0,408300.0,6909000000.0,4238000000.0,852999999.9999999,0.0,699000000.0,13157000000.0,106059000000.0,0.0,1000000000.0,1570000000.0,1253000000.0,14917000000.0,8981000000.0,4957000000.0,53503000000.0,77336000000.0,4649000000.0,81985000000.0,202961000000.0,120976000000.0,32998000000.0,882000000.0,0.0,0.0,1491000000.0,54022000000.0,0.0,692000000.0,5742600.0,22049000000.0,0.0,0.0,1029000000.0,0.0,0.0,16720900.0,0.0,73821000000.0,43980000000.0,5871000000.0,0.0,0.0,2544000000.0,0.0,0.0,8145000000.0,80699400.0,9914000000.0,3395800.0,-135000000.0,202961000000.0,171559000000.0,3258000000.0,3068000000.0,177885000000.0,142607000000.0,11389000000.0,9414000000.0,12640000000.0,176049000000.0,1836000000.0,230000000.0,274000000.0,792000000.0,200000000.0,1496000000.0,4679000000.0,1611000000.0,13720000000.0,-12224000000.0,3062000000.0,568000000.0,3666000000.0,132000000.0,3478000000.0,3861000000.0,-194000000.0,-10281000000.0,63274000000.0,52992999999.99999,0.0,7430000000.0,3062000000.0,36004700.0,0.0,250000000.0,301000000.0,-10281000000.0,52992999999.99999,3167000000.0,201000000.0,2930000000.0,3361000000.0,11579300.0,-174000000.0,0.0,-36797600.0,107000000.0,297000000.0,52188300.0,-246000000.0,-5518000000.0,-1022000000.0,-1300000000.0,0.0,1836000000.0,52992999999.99999,63274000000.0,-10281000000.0
